Identifiant,Adresse,Artiste,Atout,Catégorie,Code_Postal,Domaine_thématique,Département,Date_de_saisie,Histoire,Intérêt,Lieu,Nom_officiel,Nom_usage,Personnage_phare,Protection_bâtiment,Protection_espace,Région,Téléphone,Thèmes,URL,Ville,geolocalisation,coord_x,coord_y,merc_x,merc_y
M0791,Rue du Musée,,Objets de famille. Souvenirs du missionnaire. Ouvrages traitant du sud-est asiatique.,Musée de site,2550,Civilisations extra-européennes;Histoire,Aisne,2009-05-04,"Un premier embryon de musée est mis en place par l'abbé Jardinier, qui fait installer dans la grande salle du haut les garnitures architecturales constituées de toiles peintes qui sont toujours en place. L' édifice est placé sous séquestre en 1905. En mai 1910, à la suite d' un projet de destruction de l' édifice, André Salles, ancien inspecteur des Colonies, intervient auprès de M Le Myre de Villers pour entreprendre le rachat de la maison. L' édifice est acquis en 1911 par la Société de Géographie de Paris qui constitue alors la collection et aménage les espaces intérieurs. Cette acquisition bénéficie de subventions du gouvernement général de l' Indochine et de souscriptions privées. Le musée est inauguré le 1er juin 1914. Du 25 au 28 juin, la Société expose les objets rassemblés pour constituer le fonds des collections, auxquelles s' ajoutent des oeuvres appartenant à des collections privées. En 1953, la Société fait don de l' édifice et des collections à la commune d' Origny-en-Thiérache","Maison est traditionnellement connue comme la maison natale de Monseigneur Pigneau de Béhaine, appartenant à sa famille depuis plusieurs générations. L' existence de cet édifice est connu dès 1628 par un acte de vente. L' édifice actuel présente une élévation datable du XVIIe siècle avec des remaniements qui sont vraisemblablement intervenus au XVIIIe siècle. Aucun décor de cette période ne semble avoir subsisté. La maison est vendue en 1823 et devient le presbytère paroissial. Déclaré insalubre en 1862, et menacé d' abandon, l' édifice est restauré, à la suite de son achat par l' abbé Jules Jardinier qui veut en faire un lieu de pèlerinage. Il entreprend de faire réaliser la façade occidentale, dans un style néo-gothique portant un décor de sculpture avec en particulier les armoiries de monseigneur d' Adran",,musée Monseigneur Pigneau de Behaine,,"Mgr Pierre Pigneau de Behaine. Né en 1741, missionnaire à Pondichéry, au Cambodge et en Cochinchine où il joue parfois un rôle politique et diplomatique important, artisan du traité de Versailles de 1787 jetant les bases de l'implantation française en Cochinchine. Il est nommé évêque in partibus d'Adran en 1770",,,Hauts-de-France,03 23 91 31 10,Civilisations extra-européennes : Asiatiques;Histoire,http://nan,Origny-en-Thiérache,"49.896025,4.022381",49.896025,4.022381,447769.4046965386,6428288.636054128
M0730,1 rue Faucon,"Masséot Abaquesne, Pierre Chapelle, Arthur Massoule, Jacques-Emile Ruhlmann , Albert Carrier-Belleuse, Mérigot, Claude-Nicolas Alexandre Sandier, Taxile Doat, Ferdinand Régnier, Léon Kann","Riche d'une collection de cinq mille pièces, le musée présente en premier lieu les plus beaux fleurons de la faïence de Rouen, du XVIe au XVIIIe siècle : carreaux de Masséot Abaquesne, grands plats d'apparat en camaïeu bleu, pièces ornées de pagodes ou du fameux « décor à la corne ». Le XVIIIe siècle, véritable âge d'or de la faïence rouennaise est à juste titre mis à l'honneur, avec des pièces tout à fait exceptionnelles, telles les Sphères céleste et terrestre de Pierre Chapelle (1725) ou la série des bustes des Saisons (1730). Des exemples d'autres centres faïenciers (Delft, Nevers, Lille...) permettent de situer la faïence de Rouen dans la production faïencière. Une centaine de pièces dans deux nouvelles salles consacrées aux envois de la Manufacture de Sèvres à Rouen aux XIXe et XXe siècle : trois beaux ensembles illustrent le dernier quart du XIXe siècle, la création autour de 1900 et la période entre-deux-guerres. Formes nouvelles empruntées à la nature, décors flammés et cristallisations témoignent assez de la créativité et de l'excentricité de Sèvres au tournant des deux siècles. Quelques exemples de céramique architecturale et ornementale illustrent également cette période",,76000,Arts décoratifs;Beaux-arts,Seine-Maritime,2019-01-21,"L'histoire du musée se confond avec celle de son fondateur, premier historien de la faïence de Rouen, André Pottier (1799-1867). Issu d'une famille liée à la faïence, il s'intéressa précocement à la faïence à une époque où le goût des amateurs allait vers la porcelaine et la collectionna avec passion. La municipalité de Rouen fit l'acquisition de sa collection, environ 1100 pièces et le premier musée de la Céramique installé dans une galerie de l'ancien couvent Sainte-Marie (aujourd'hui musée des Antiquités de Rouen) fut inauguré en 1864. La collection fut disposée par Pottier lui-même, qui en fut le premier conservateur. Il disparut peu après sans avoir eu le temps de rédiger l'histoire de la faïence et des faïenciers de Rouen. Ses notes furent mises en forme par ses disciples et amis, dans un ouvrage posthume publié en 1870 : l'Histoire de la faïence de Rouen, qui demeure la référence incontournable sur le sujet. Le musée s'enrichit de la collection de l'abbé Colas en 1868. Les célèbres Sphères de Pierre Chapelle entrèrent au musée en 1873. La collection fut transférée au nouveau musée des Beaux-Arts en février 1888 et dès 1930, on pensa à l'établissement d'un musée de la Céramique distinct. Le musée présente actuellement 900 pièces sur les 5000 que compte environ la collection",Hôtel particulier (Plusieurs bâtiments et terrain partiellement classés-inscrits au titre des Monuments Historiques),Hôtel d'Hocqueville,musée de la Céramique,,,Classement au titre des Monuments Historiques,Aux abords d'un monument historique,Normandie,02 35 07 31 74,Arts décoratifs : Céramique,http://museedelaceramique.fr/fr,Rouen,"49.445543,1.093846",49.445543,1.093846,121766.37972625913,6350801.656241104
M0093,37 quai des Corsaires,"Gustave Colin, Marie Garay, Pablo Tillac, Ramiro Arrue",L'ethnographie est présentée dans les anciens entrepôts portuaires et l'histoire régionale dans la maison du négociant Dagourette ; collection de la pelote basque ; collection d'agro-pastoralisme des trois provinces basque ; collections maritimes et fluviale ; artisanat et petites industries du pays basque ; peintres régionaux.,,64100,Archéologie;Arts décoratifs;Beaux-arts;Ethnologie;Histoire;Photographie,Pyrénées-Atlantiques,2019-01-21,"Création du musée par arrêté municipal en 1922, ouverture au public en 1924 et inauguration en 1934. Trois sections : ethnographie du pays basque avec reconstitution d'intérieurs et échopes basques. La sorcellerie et l'expansion basque sont illustrées par des artistes. La salle de pelote basque est inaugurée en 1957.",Maison de négociant liée aux activités du port de Bayonne (16-17e s.),Maison Dagourette,musée Basque et de l'Histoire de Bayonne,Musée Basque et de l'histoire de Bayonne,"Pierre Loti, Edmond Rostand, Eugénie de Montijo, Louis-Lucien Bonaparte, Antoine d'Abbadie d'Arrast, les ducs de Gramont, le Père Donostia, les chanteurs Garat...",Inscription à l'Inventaire supplémentaire des MH,"Dans un site patrimonial remarquable (ex AVAP, ZPPAUP)",Nouvelle-Aquitaine,05 59 59 08 98,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Médiéval;Art religieux (mobilier d'église);Arts du spectacle : Danse, Théâtre et Opéra;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Collections militaires (baïonnettes);Archives papier, Archives sonores, Fonds ancien d imprimés, Photographie, Manuscrits, incunables, Numismatique, Partitions, Plans;Ethnologie : Costume, Habitat, Mobilier, Métiers et Outils, Pratiques religieuses et collectives;Histoire : Histoire locale et régionale;Musique : Instruments, Souvenirs de compositeurs et interprètes",http://www.musee-basque.com,Bayonne,"43.491093,-1.473823",43.491093,-1.473823,-164065.22587941485,5387022.461943104
M0744,4 place Marc Elder,,"Le monument est le premier objet de la collection du musée et le parcours dans la résidence ducale offre une double lecture, architecturale et muséographique. Au fil de sept séquences chronologiques et thématiques, il évoque l'histoire du Château et de la Bretagne ducale, l'estuaire de la Loire et le développement urbain, l'activité portuaire et l'histoire industrielle (construction navale, biscuiteries, conserveries...), la seconde guerre mondiale et la reconstruction, les mouvements sociaux, la métropole d'aujourd'hui et de demain. Le portrait de ville qui se dessine croise ainsi les grands moments de l'histoire européenne et mondiale, de l'édit de Nantes aux grands bouleversements du 20e siècle en passant par le commerce colonial et la traite négrière. Le regard porté sur Nantes par les écrivains, poètes, peintres et cinéastes est également évoqué, ainsi que les multiples représentations qui ont contribué à dessiner sa singularité.",,44000,Archéologie;Arts décoratifs;Art moderne et contemporain;Beaux-arts;Civilisations extra-européennes;Ethnologie;Histoire;Photographie;Technique et industrie,Loire-Atlantique,2019-01-21,"Le musée regroupe aujourd'hui les fonds de trois musées historiquement distincts : le musée des arts décoratifs crée en 1922, le musée d'art populaire régional, séparé du premier après la seconde guerre mondiale, et le musée de Salorges, crée en 1923, bombardé en 1943 et réouvert au château en 1956.Après quinze ans de travaux et trois ans de fermeture totale, le Château des ducs de Bretagne, métamorphosé, a ouvert de nouveau ses portes au public le 9 février 2007. Un programme de restauration et d'aménagement de grande envergure a été mis en oeuvre par la Ville de Nantes, propriétaire du monument et des collections qu'il abrite. Il fait renaître ce site patrimonial exceptionnel en plein centre-ville, emblématique de l'histoire de la ville et de celle de la Bretagne. Conçu pour un large public, son aménagement contemporain est au service de la mise en valeur du monument et des oeuvres présentées. Le parcours, à la fois chronologique et thématique, se déploie sur 32 salles des sous-sols aux combles. Jalonné de nombreux dispositifs multimédias, il s'appuie sur la présentation de plus de 800 objets de collection",,Château des Ducs de Bretagne,musée du Château des Ducs de Bretagne,,,Classement au titre des Monuments Historiques,Aux abords d'un monument historique ; Dans un site patrimonial remarquable ; Dans un site classé ; Dans un site inscrit,Pays-de-la-Loire,02 51 17 49 48,"Architecture et urbanisme;Art religieux (populaire);Arts décoratifs : Céramique, Mobilier, Orfèvrerie, Textiles;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Civilisations extra-européennes : Africaines, Océaniennes;Collections militaires : Armes;Archives papier, Fonds ancien d imprimés, Photographie, Moulages, Numismatique, Ouvrages de bibliophilie, Plans;Ethnologie : Costume, Habitat, Mobilier, Métiers et Outils, Pratiques religieuses et collectives;Histoire : Histoire locale et régionale;Musique : Instruments;Sciences et techniques : Agro-alimentaire, Industrie, Navigation et Pêche",http://www.chateaunantes.fr,Nantes,"47.216353,-1.549389",47.216353,-1.549389,-172477.19452069933,5977460.166536368
M0924,3 Avenue Pasteur,,"Salle dédiée à Georges Baussan, fondateur des Amis du Vieux saint-Cannat et du Musée, et à ses proches collaborateurs ; Salle dite du ""Vieux Saint-Cannat"", reflet du village : les documents (gravures, livres anciens...) qui y sont présentés retracent les quinze siècles d'histoire de Saint-Cannat. Des outils y disent le passé agricole. Des tableaux de différents artistes d'ici et d'ailleurs, sont une autre richesse des collections du Musée. Le tremblement de terre de 1909 est également évoqué ; Salle Baron de Vitrolles : dédiée au Bailli de Suffern et sa famille. Nombreux souvenirs de la frégate Suffren dont Saint-Cannat était la ville marraine ; Salle Yvonne Roubert (une des deux Demoiselles et haute figure de Saint-Cannat) : Costumes de Basse Provence, d'Arles et de ""Mode de Paris"" s'y ajoutent à mille autres objets. De plus, on peut y trouver des objets, des documents et des photos évoquant l'histoire de l'église de Saint-Cannat, Notre-Dame-de-Vie",,13760,Arts décoratifs;Beaux-arts;Ethnologie;Histoire,Bouches-du-Rhône,2009-08-04,"Depuis 1949, date de la création du musée, les collections se sont formées grâce à de continuelles donations de la famille de Suffren (descendants divers) et à des acquisitions occasionnelles. Longtemps installé dans les locaux de l’Hôtel de Ville, sur les lieux mêmes où naquit le Bailli de Suffren, le Musée est, depuis 1999, logé à l’Espace Suffren",,Espace Suffren,musée Suffren et du Vieux Saint-Cannat,,"Le Bailli de Suffren dont le musée a vocation d'être mémorial mais aussi d'autres membres de la famille de Suffren dont plus particulièrement François-Glamède, Marquis de Suffren, botaniste distingué",,,Provence-Alpes-Côte d'Azur,04 42 57 36 03,"Archéologie nationale : Gallo-romain;Architecture et urbanisme;Art religieux (ouvrages religieux divers des XVIIe et XVIIIe siècles);Arts décoratifs : Céramique, Textiles;Beaux-Arts : Estampe et Affiche, Peinture;Collections militaires : Armes;Photographie, Manuscrits, incunables, Moulages, Plans;Ethnologie : Costume, Métiers et Outils, Pratiques religieuses et collectives;Histoire : Biographie, Période historique, Histoire locale et régionale;Musique : Instruments;Sciences de la nature : Minéralogie",http://www.saint-cannat.fr/index.php?option=com_content&view=category&id=126&Itemid=207,Saint-Cannat,"43.621602,5.295178",43.621602,5.295178,589456.5186197447,5407069.741112337
M0974,place de la République,,"Escalier de chaire d'église tournant. Escalier de pavillon. Hélice de bateau, etc.",,1420,Ethnologie,Ain,2009-08-17,"Le musée conserve la collection d'oeuvres sur bois de Claudious Abry (1885-1972), compagnon du Devoir (charpentier-menuisier), natif de la ville",,Mairie,musée du Bois,,,,,Auvergne-Rhône-Alpes,04 50 56 21 55 (mairie),"Architecture et urbanisme (Plans des oeuvres de Claudius Abry);Arts décoratifs : Mobilier;Ethnologie : Mobilier, Métiers et Outils",http://www.rhone-alpes.culture.gouv.fr/museesdefrance/reponse_detail.php?id=12,Seyssel,"45.959038,5.831489",45.959038,5.831489,649158.3860465761,5773787.459097099
M0678,19 ter rue Bonhomme,,"Niché dans un écrin de verdure, au coeur du parc Emmanuel Liais, classé Jardin remarquable, le muséum d'histoire naturelle, d'archéologie et d'ethnographie séduit par son charme délicieusement suranné. Il est resté fidèle à l'esprit des premiers muséums du XIXe siècle. Au rez-de-chaussée sont présentés les naturalia : minéraux, fossiles, spécimens de la faune et de la flore locale ou exotique. L'étage dévoile les « artificialia », objets produits de la main de l'homme : vestiges archéologiques issus de 150 années de fouilles dans le Cotentin, fascinantes antiquités égyptiennes, trésors d'Asie, d'Afrique ou d'Océanie. Pousser la porte du muséum, c'est embarquer pour une escapade dans le temps aux côtés des savants, voyageurs et officiers de marine qui ont, depuis 1832, ont contribué à l'enrichissement des collections, au gré de leurs périples, études et découvertes.",,50100,Archéologie;Civilisations extra-européennes;Ethnologie;Histoire;Sciences de la nature,Manche,2019-01-21,"Créé au moment du rachat par la ville des collections de François Henri Duchevreuil, ce musée, qui ouvrit ses portes en 1832, fut le premier à exister à Cherbourg. Suite à la création de ce musée affluèrent de nombreux dons de particuliers qui enrichirent le fond muséologique des débuts. Hébergé primitivement à l'Hôtel de Ville, le musée rassemblait indistinctement des pièces archéologiques et divers objets curieux voisinant avec des ensembles de tableaux et objets d'arts dans l'esprit des cabinets de curiosités. Au sein de ce musée se constituèrent les collections de l'expert en peinture Thomas Henry et le sculpteur A. Le Véel. De 1867 à 1870, l'astronome Emmanuel Liais organisa sa maison pour en faire un musée, qu'il légua à la commune en 1900. On y transféra les collections en 1904 à l'exception des tableaux qui restèrent à l'Hôtel de Ville. La réorganisation des présentations ethnographiques et archéologiques, et celles d'histoire naturelles se fit sous la direction du docteur Collignon entre 1910-1912. Une organisation qui a été maintenue, faisant du muséum Emmanuel Liais un témoin de la muséographie du début du XXe siècle.",,Parc Emanuel Liais,muséum Emmanuel-Liais,"muséum, au Parc Liais",,Dans un site inscrit,Jardin remarquable,Normandie,02 33 53 51 61,"Antiquités étrangères : Egyptiennes;Archéologie nationale : Protohistoire;Civilisations extra-européennes : Africaines, Océaniennes;Ethnologie;Sciences de la nature : Botanique, Entomologie, Géologie (cartes), Ornithologie",http://www.cherbourg.fr/infos-services/culture-et-loisirs/musees-171.html,Cherbourg-en-Cotentin,"49.6429,-1.630729",49.6429,-1.630729,-181531.92190182421,6384660.560764374
M0153,1 avenue de La République,,"Le musée propose, par le biais de mises en scène et de témoignages, les multiples aspects du quotidien dans une petite ville à l'heure du charbon : le fond, l'outillage, le casse-croûte, les drames, mais aussi les loisirs, les sociétés musicales et sportives, l'habitat, les conflits sociaux. Cette présentation est complétée par la visite de la ""mine-image"", reconstitution particulièrement réaliste d'une galerie-type au fil de l'évolution des techniques de boisage, et dont l'animation est le plus souvent assurée par d'anciens mineurs.",Musée de site,58260,Technique et industrie,Nièvre,2019-01-21,"Dès l'arrivée de l'homme dans cette contrée boisée, puis lors de l'émergence de la métallurgie du fer, les affleurements de houille ont été exploités à partir de la surface. Plus tard, c'est sous l'impulsion de Colbert qu'un grand projet d'exploitation des houillères du Centre voit le jour et que commence l'extraction souterraine. La ville tire d'ailleurs son nom d'une ""Machine"" d'extraction, animée par un cheval, importée de Belgique. Partant de là, le visage du pays va connaître une véritable transformation, passant d'un stade d'exploitation artisanale à celui d'un foyer de développement de type industriel. La Compagnie Schneider contrôlera définitivement le site à partir de 1865, imposant un système de gestion rigoureux, marqué par un interventionnisme teinté de paternalisme qui régit l'habitat, l'éducation et les loisirs. Le ""Système Schneider"" survivra à la nationalisation des mines en 1946, jusqu'au traumatisme d'un arrêt complet de l'exploitation qui interviendra en 1974, peu après le premier choc pétrolier. Souhaité par les mineurs comme lieu vivant de la mémoire d'une collectivité, le musée ouvre ses portes en 1983. La collection constituée par l'Association machinoise pour la conservation et le souvenir minier, retrace l'histoire charbonnière de la Machine jusqu'à la fermeture des mines en 1974.",,,musée de la mine,Musée de La Mine - La Machine,Établissements Schneider,,,Bourgogne-Franche-Comté,03 86 50 91 08,"Ethnologie : Habitat, Métiers et Outils;Histoire : Musée thématique;Sciences de la nature : Géologie, Minéralogie, Paléontologie;Sciences et techniques : Industrie",http://nievre.fr/dans-tous-les-domaines/la-culture-le-sport-et-les-loisirs/les-musees/,La Machine,"46.889225,3.463514",46.889225,3.463514,385556.6148353741,5924011.479875645
M0161,"3, rue des Bancs","Le Nain, Téniers, Bertin, Natoire, Guérin, Devéria, Cibot, Guignet, Decamps, H.Vernet, Scheffer, Charlot, Denis, J de la Huerta, Estève, Miro, Ubac, Geneviève Asse, Bazaine, Fautrier","Objets néolithiques du camp de Chassey : collection celtiques et gallo-romaines provenant du Mont Beuvray (ancienne Bibracte), statues et reliefs romans, peintures du XVe et XVIe dont la précieuse «Nativité» du Maître de Moulins, Peintures flamandes du XVIIe et peintures française du XIXe. OEuvres de la 1ère moitié du XXe",,71400,Archéologie;Beaux-arts,Saône-et-Loire,2019-01-21,"Constitution d'un cabinet d'antiquités au collège de la Ville en 1811. Installation des collections à l'hôtel de ville et création du musée en 1880 par la société éduenne des Lettres, Sciences et Art fondée en 1836. L'acquisition de la maison Lacomme contigüe à l'hôtel Rolin, a permis la fusion des collections du musée Rolin, des collections de l'ancien musée municipal fondée en 1811 et installé à l'Hôtel de Ville en 1836, et d'une partie des collections du musée Lapidaire et du musée Verger-Tarin.",hôtel particulier 14ème et 16ème,Hôtel particulier,musée Rolin,Musée Rolin,"EVE, BELLEROPHON, NATIVITE, LA VIERGE D'AUTUN, FETE VILLAGEOISE, LE TRYPTIQUE DE L'EUCHARISTIE, ANNE BOLEYN, MAURICE DENIS, MIRO, DUBUFFET",Classement au titre des Monuments Historiques,Aux abords d'un monument historique ; Dans un site patrimonial remarquable ; Dans un site inscrit,Bourgogne-Franche-Comté,03 85 52 09 76,"Archéologie nationale : Préhistoire, Gallo-romain, Médiéval, Moderne;Art religieux (maquettes de la cathédrale saint Lazare, de l'église Notre-Dame d'Autun);Arts décoratifs : Céramique, Mobilier, Orfèvrerie, Textiles (tapsseries);Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Archives papier;Histoire : Histoire locale et régionale",http://www.autun.com,Autun,"46.945723,4.299216",46.945723,4.299216,478586.5359302945,5933219.180172523
M0528,Place Robert Schuman,,"Les collections permettent de présenter au public les différentes phases de fabrication du verre et du cristal et des réalisations comme celles de Saint-Louis, celles signées par trois générations Lalique et les objets «Art Nouveau» réalisés sur place entre 1867 et 1894 en partie par les décorateurs Eugène Kremer et Désiré Christian pour le compte d'Emile Gallé, le fondateur de l'école de Nancy. Un atelier de gravure fonctionne également dans le cadre de la Maison du Verre ainsi qu'une salle de projection vidéo où 2 films sont visibles lors des visites.",,57960,Art moderne et contemporain;Histoire;Technique et industrie,Moselle,2019-01-21,"Trouvant sur place les matières indispensables, les verriers travaillent dans les Vosges du Nord depuis le Moyen Age. A Meisenthal une verrerie a fonctioné de 1704 à 1969. C'est dans un de ses bâtiments, au-dessus d'anciens fours, que la Maison du verre et du cristal a été aménagée. Les collections du musée ont été réunies à l'issue de la fermeture de la verrerie de Meisenthal en 1969 par les membres d'une association : matériel et outillage, verre utilitaire, verre de prestige, Lalique, Saint-Louis, Gallé, Daum, et des réalisations «art nouveau» signées Barjun, Schverer...",,,Maison du Verre et du Cristal,Musée du Verre,"Emile Gallé qui a fait son apprentissage à Meisenthal avant 1870, Désiré Christian décorateur et chef d'atelier de 1875-1895, Eugène Kremer (décorateur et créateur du verre intercalaire)",,Aux abords d'un monument historique ; Dans un parc naturel,Grand Est,03 87 96 91 51,Arts décoratifs : Verrerie;Ethnologie : Métiers et Outils;Histoire : Histoire locale et régionale;Sciences et techniques : Industrie,http://site-verrier-meisenthal.fr,Meisenthal,"48.964935,7.352438",48.964935,7.352438,818469.6542491148,6268913.690205372
M0524,rue Jeanne d'Arc,,"Près de 300 pièces, dessins, maquettes, cartons de vitraux, estampes, bronzes, et affiches représentent l'imagerie johannique d'inspirations littéraire, historique, religieuse, politique, publicitaire du XVIe à nos jours. Plusieurs approches différentes et complémentaires se retrouvent au fil des salles du musée : les milles et uns visages de Jeanne (la jeune fille, la guerrière, la martyre) ; l'histoire, le mythe et l'imagerie johannique représentés notamment par une série de bronzes et d'affiches de théâtre et de cinéma",,55140,Histoire,Meuse,2019-01-21,"Le musée, fondé en juillet 1952 par Léon Scheydecker à partir de collections très diverses réunies par les notables de la ville, a été rénové en 1973 puis restructuré en 1982. Installé dans l'aile de l'Hôtel de Ville il rappelle le rôle capital tenu par la cité valcoloroise dans l'épopée Johannique. Collections municipales (fonds ancien) lapidaire sur les sites historiques. Thématique : Jeanne d'Arc dons, legs. Collection départementale : en dépôt.",,Hôtel de ville,musée Jeanne d'Arc,Musée Johannique,"Jeanne d'Arc, Madame du Barry, Cardinal Lépicier, Général Bayer de Rebeval",,,Grand Est,03 29 89 51 82,,http://nan,Vaucouleurs,"48.602652,5.666",48.602652,5.666,630736.2348346881,6207706.73452134
M0555,place de la Fontaine,Denys Puech,"Collections, très variées, organisées dans un espace rénové et étendu sur 3 étages : Rez-de-chaussée : salle consacrée aux arts premiers avec notamment de belles pièces d’art tribal canaque et amérindien et une salle d’arts plastiques qui complète un nouvel espace au 1er étage accueillant des expositions temporaires d’avril à septembre ; Deuxième étage : consacré à la minéralogie, la paléontologie et l’archéologie gallo-romaine (entre autres belles pièces, une borne militaire du IVe siècle et des objets découverts au Puy d’Issolu, dans le Lot). Deux autres collections importantes sont conservées sur ce niveau : celle du mobilier de la chapelle des Pénitents noirs, complétée par de nombreux objets d’art religieux et celle du fondateur de la dermatologie, le docteur Jean-Louis Alibert, né à Villefranche-de-Rouergue, médecin des rois Louis XVIII et Charles X. ; Dernier étage : reconstitution d'une cuisine rouergate et objets d’arts et de traditions populaires",,12200,Archéologie;Ethnologie;Civilisations extra-européennes,Aveyron,2009-01-05,"Le musée a été crée en 1913 à l'initiative d'Urbain Cabrol, président-fondateur de la société des amis de Villefranche et du Bas-Rouergue. Installé dans un hôtel particulier du 18e siècle depuis 1975, le musée présente essentiellement des collections constituées de dons de personnes privées (archéologie, arts premiers d'Océanie, médecine et dermatologie) et de mobilier religieux mis en dépôt",Hôtel particulier du XVIIIe siècle situé au coeur de la ville,,musée Urbain Cabrol,,Jean-Louis Alibert,,,Occitanie,05 65 45 44 37,"Préhistoire, Archéologie grecque et romaine, Archéologie nationale, Gallo-romain, Médiéval, Art religieux chrétien, Beaux-arts, Peinture, Sculpture, Civilisations extra-européennes : Afrique, Amériques, Océanie, Collections militaires : Armes, Artillerie, Ethnologie : Mobilier, Métiers et outils, Pratiques religieuses et collectives,;Histoire locale et régionale , Histoire religieuse, Musique, Instruments de musique, Sciences et techniques : Sciences médicales",http://www.villefranchederouergue.fr,Villefranche-de-Rouergue,"44.351353,2.036793",44.351353,2.036793,226734.75961130403,5519976.844756172
M0172,"5, rue de la Préfecture","Codde, Horemans, Rootius, Droogsloot, Le Brun, de Troy, Blin de Fontenay, Largillère, Appian, Monet, Corot, Ziem, Fantin-Latour, Puvis de Chavannes, Gaston Bussière, Hippolyte Petitjean, Jacques Villon, Albert Gleizes, Jean Metzinger, Marcel Cahn, Le Corbusier, Max Bill, François Morellet, Gottfried Honegger, Günter Fruhtrunk, Hans Steinbrenner, Carlos Cruz-Diez","Archéologie régionale ; ethnographie (travail de la vigne, mobilier, poteries du Val de Saône) ; Alphonse de Lamartine ; beaux-arts européens de la Renaissance au XXe siècle",Musée littéraire,71000,Archéologie;Arts décoratifs;Art moderne et contemporain;Beaux-arts;Ethnologie;Histoire,Saône-et-Loire,2019-01-21,"Les collections municipales ont été réunies dans le couvent des Ursulines dès 1965. Le musée conserve des collections diversifiées concernant l’archéologie régionale, l’ethnographie et les beaux-arts. Une section est également consacrée à la figure d'Alphonse de Lamartine.","Ancien couvent des ursulines, architecture bourguignonne du 17e siècle",Ancien couvent des Ursulines,musée des ursulines musée Lamartine,Musée des Ursulines,Alphonse de Lamartine,Classement au titre des Monuments Historiques,Aux abords d'un monument historique ; Dans un site classé,Bourgogne-Franche-Comté,03 85 39 90 38,"Archéologie nationale : Préhistoire, Gallo-romain, Médiéval;Art moderne et contemporain;Beaux-Arts : Peinture;Ethnologie : Costume, Habitat, Mobilier, Métiers et Outils, Sport",http://www.macon.fr/?page=musees&rub=ursulines,Mâcon,"46.307508,4.833156",46.307508,4.833156,538024.4648444549,5829765.278217447
M1106,7 avenue Vélasquez,Peintures anciennes Han Gan (vers 715 - après 781).(Rouleau attribué à) - Ecole de Liang Kai (début XIIIème siècle). Peintures modernes : Qi Baishi (1863 - 1957). Xu Beihong (1895 - 1953). Zhang Daqian (1899 - 1983). Fu Baoshi (1907 - 1965).,"Art et archéologie de la Chine ancienne : néolithique, bronze archaïque, ensemble très complet d'antiquités de l' époque Han du IIIème siècle avant J.-C au IIIème siècle après J.-C. Ensemble exceptionnel de statues boudhiques des Vème au VIème siècle, ensemble très important de Ming du IIIème siècle avant J.-C au  XIIème siècle après . Céramiques de Changsha, peintures modernes chinoises.",,75008,Civilisations extra-européennes,Paris,2009-08-03,"Collections d'arts asiatiques léguées en 1896 par le financier Henri Cernuschi (1820 - 1896), banquier d'origine milanaise qui lègue aussi son hôtel particulier à la Ville de Paris. Ce musée ouvert au public en 1898, va, sous la direction d' Henri d' Ardenne de Tizac, conservateur de 1905 à 1933 se spécialiser dans l' archéologie chinoise.",Hôtel particulier réalisé pour Henri Cernuschi par l'architecte Bouwens. Il a conservé son escalier d'honneur et une salle monumentale avec plafond sculpté (1er étage).,Hôtel particulier,"musée Cernuschi, musée des arts de l’Asie de la ville de Paris",Musée Cernuschi ; Musée d'Art Chinois ; musée des arts de l'Asie de la Ville de Paris,,,,Ile-de-France,01 53 96 21 50,"Antiquités étrangères (Chine et Extrême-Orient);Arts décoratifs : Céramique, Orfèvrerie;Beaux-Arts : Peinture, Sculpture;Civilisations extra-européennes : Asiatiques",http://www.paris.fr/musees/,Paris,"48.879693,2.312194",48.879693,2.312194,257392.25869526237,6254472.413048627
